rank,rider,rider_number,team,time,bonus,penalty,stage,date,distance,origin,destination,stage_type,winner_country,general,points,mountains,young,stage_winner,time_seconds,cumtime,gc_rank,timediff
30,Jesus Herrada,124,Cofidis,1H 1M 20S,0,0,20,2020-09-19,36.2,Lure,La Planche des Belles Filles,Mountain time trial,SLO,131,43,131,131,NA,3680,313206,44,9213
114,Ben Hermans,173,Israel Start-Up Nation,3H 44M 11S,0,0,19,2020-09-18,166.5,Bourg-en-Bresse,Champagnole,Flat stage,DEN,11,43,3,131,205,13451,313227,68,12646
18,José Rojas,96,Movistar Team,3H 44M 11S,0,0,19,2020-09-18,166.5,Bourg-en-Bresse,Champagnole,Flat stage,DEN,11,43,3,131,205,13451,313237,69,12656
97,Michael Hundahl Valgren,195,Ntt Pro Cycling Team,3H 44M 11S,0,0,19,2020-09-18,166.5,Bourg-en-Bresse,Champagnole,Flat stage,DEN,11,43,3,131,205,13451,313258,70,12677
3,Jasper Stuyven,107,Trek - Segafredo,3H 37M 22S,4,0,19,2020-09-18,166.5,Bourg-en-Bresse,Champagnole,Flat stage,DEN,11,43,3,131,205,13042,313289,71,12708
68,Harold Tejada,148,Astana Pro Team,1H 3M 23S,0,0,20,2020-09-19,36.2,Lure,La Planche des Belles Filles,Mountain time trial,SLO,131,43,131,131,NA,3803,313394,45,9401
67,Michael Schär,116,Ccc Team,3H 44M 11S,0,0,19,2020-09-18,166.5,Bourg-en-Bresse,Champagnole,Flat stage,DEN,11,43,3,131,205,13451,313396,72,12815
122,Hugo Houle,143,Astana Pro Team,1H 5M 26S,0,0,20,2020-09-19,36.2,Lure,La Planche des Belles Filles,Mountain time trial,SLO,131,43,131,131,NA,3926,313566,46,9573
39,Alexey Lutsenko,146,Astana Pro Team,1H 2M 2S,0,0,20,2020-09-19,36.2,Lure,La Planche des Belles Filles,Mountain time trial,SLO,131,43,131,131,NA,3722,313570,47,9577
93,David De La Cruz,133,Uae Team Emirates,3H 44M 11S,0,0,19,2020-09-18,166.5,Bourg-en-Bresse,Champagnole,Flat stage,DEN,11,43,3,131,205,13451,313608,73,13027
110,Andrey Amador,2,Ineos Grenadiers,3H 44M 11S,0,0,19,2020-09-18,166.5,Bourg-en-Bresse,Champagnole,Flat stage,DEN,11,43,3,131,205,13451,313782,74,13201
25,Simon Geschke,113,Ccc Team,1H 0M 33S,0,0,20,2020-09-19,36.2,Lure,La Planche des Belles Filles,Mountain time trial,SLO,131,43,131,131,NA,3633,313794,48,9801
61,Imanol Erviti,93,Movistar Team,3H 44M 11S,0,0,19,2020-09-18,166.5,Bourg-en-Bresse,Champagnole,Flat stage,DEN,11,43,3,131,205,13451,313806,75,13225
125,Tiesj Benoot,201,Team Sunweb,3H 44M 11S,0,0,19,2020-09-18,166.5,Bourg-en-Bresse,Champagnole,Flat stage,DEN,11,43,3,131,205,13451,313847,76,13266
63,Matej Mohoric,66,Bahrain - Mclaren,3H 44M 11S,0,0,19,2020-09-18,166.5,Bourg-en-Bresse,Champagnole,Flat stage,DEN,11,43,3,131,205,13451,313866,77,13285
115,Cyril Gautier,215,B&B Hotels - Vital Concept P / B Ktm,3H 44M 11S,0,0,19,2020-09-18,166.5,Bourg-en-Bresse,Champagnole,Flat stage,DEN,11,43,3,131,205,13451,313961,78,13380
85,Nicolas Edet,123,Cofidis,1H 4M 11S,0,0,20,2020-09-19,36.2,Lure,La Planche des Belles Filles,Mountain time trial,SLO,131,43,131,131,NA,3851,313970,49,9977
10,Matteo Trentin,117,Ccc Team,3H 37M 35S,0,0,19,2020-09-18,166.5,Bourg-en-Bresse,Champagnole,Flat stage,DEN,11,43,3,131,205,13055,313993,79,13412
44,Toms Skujins,106,Trek - Segafredo,3H 44M 11S,0,0,19,2020-09-18,166.5,Bourg-en-Bresse,Champagnole,Flat stage,DEN,11,43,3,131,205,13451,314026,80,13445
99,Dario Cataldo,92,Movistar Team,3H 44M 11S,0,0,19,2020-09-18,166.5,Bourg-en-Bresse,Champagnole,Flat stage,DEN,11,43,3,131,205,13451,314054,81,13473
133,Greg Van Avermaet,111,Ccc Team,1H 5M 57S,0,0,20,2020-09-19,36.2,Lure,La Planche des Belles Filles,Mountain time trial,SLO,131,43,131,131,NA,3957,314098,50,10105
76,Niklas Eg,102,Trek - Segafredo,1H 3M 37S,0,0,20,2020-09-19,36.2,Lure,La Planche des Belles Filles,Mountain time trial,SLO,131,43,131,131,NA,3817,314176,51,10183
46,Vegard Stake Laengen,136,Uae Team Emirates,3H 44M 11S,0,0,19,2020-09-18,166.5,Bourg-en-Bresse,Champagnole,Flat stage,DEN,11,43,3,131,205,13451,314203,82,13622
20,Thomas De Gendt,154,Lotto Soudal,1H 0M 6S,0,0,20,2020-09-19,36.2,Lure,La Planche des Belles Filles,Mountain time trial,SLO,131,43,131,131,NA,3606,314236,52,10243
91,Marc Hirschi,204,Team Sunweb,1H 4M 24S,0,0,20,2020-09-19,36.2,Lure,La Planche des Belles Filles,Mountain time trial,SLO,131,43,131,131,NA,3864,314282,53,10289
11,Jack Bauer,162,Mitchelton - Scott,3H 37M 40S,0,0,19,2020-09-18,166.5,Bourg-en-Bresse,Champagnole,Flat stage,DEN,11,43,3,131,205,13060,314354,83,13773
61,Quentin Pacher,216,B&B Hotels - Vital Concept P / B Ktm,1H 3M 3S,0,0,20,2020-09-19,36.2,Lure,La Planche des Belles Filles,Mountain time trial,SLO,131,43,131,131,NA,3783,314384,54,10391
1,Tadej Pogacar,131,Uae Team Emirates,2H 53M 32S,0,0,21,2020-09-20,122,Mantes-la-Jolie,Paris (Champs-Élysées),Flat stage,IRL,131,43,131,131,43,10412,314405,1,0
2,Primož Roglic,11,Team Jumbo - Visma,2H 53M 32S,0,0,21,2020-09-20,122,Mantes-la-Jolie,Paris (Champs-Élysées),Flat stage,IRL,131,43,131,131,43,10412,314464,2,59
3,Richie Porte,101,Trek - Segafredo,2H 53M 32S,0,0,21,2020-09-20,122,Mantes-la-Jolie,Paris (Champs-Élysées),Flat stage,IRL,131,43,131,131,43,10412,314615,3,210
9,Peter Sagan,21,Bora - Hansgrohe,3H 37M 35S,0,0,19,2020-09-18,166.5,Bourg-en-Bresse,Champagnole,Flat stage,DEN,11,43,3,131,205,13055,314757,84,14176
4,Mikel Landa,61,Bahrain - Mclaren,2H 53M 32S,0,0,21,2020-09-20,122,Mantes-la-Jolie,Paris (Champs-Élysées),Flat stage,IRL,131,43,131,131,43,10412,314763,4,358
5,Enric Mas,94,Movistar Team,2H 53M 32S,0,0,21,2020-09-20,122,Mantes-la-Jolie,Paris (Champs-Élysées),Flat stage,IRL,131,43,131,131,43,10412,314772,5,367
6,Miguel Angel Lopez,141,Astana Pro Team,2H 53M 32S,0,0,21,2020-09-20,122,Mantes-la-Jolie,Paris (Champs-Élysées),Flat stage,IRL,131,43,131,131,43,10412,314812,6,407
17,Maximilian Schachmann,28,Bora - Hansgrohe,59M 54S,0,0,20,2020-09-19,36.2,Lure,La Planche des Belles Filles,Mountain time trial,SLO,131,43,131,131,NA,3594,314843,55,10850
7,Tom Dumoulin,14,Team Jumbo - Visma,2H 53M 32S,0,0,21,2020-09-20,122,Mantes-la-Jolie,Paris (Champs-Élysées),Flat stage,IRL,131,43,131,131,43,10412,314873,7,468
8,Rigoberto Uran,71,Ef Pro Cycling,2H 53M 32S,0,0,21,2020-09-20,122,Mantes-la-Jolie,Paris (Champs-Élysées),Flat stage,IRL,131,43,131,131,43,10412,314887,8,482
27,Nelson Oliveira,95,Movistar Team,1H 0M 37S,0,0,20,2020-09-19,36.2,Lure,La Planche des Belles Filles,Mountain time trial,SLO,131,43,131,131,NA,3637,314894,56,10901
37,Neilson Powless,77,Ef Pro Cycling,1H 1M 51S,0,0,20,2020-09-19,36.2,Lure,La Planche des Belles Filles,Mountain time trial,SLO,131,43,131,131,NA,3711,314961,57,10968
9,Adam Yates,161,Mitchelton - Scott,2H 53M 32S,0,0,21,2020-09-20,122,Mantes-la-Jolie,Paris (Champs-Élysées),Flat stage,IRL,131,43,131,131,43,10412,314970,9,565
16,Søren Kragh Andersen,205,Team Sunweb,59M 54S,0,0,20,2020-09-19,36.2,Lure,La Planche des Belles Filles,Mountain time trial,SLO,131,43,131,131,NA,3594,315091,58,11098
69,Dylan Van Baarle,8,Ineos Grenadiers,1H 3M 23S,0,0,20,2020-09-19,36.2,Lure,La Planche des Belles Filles,Mountain time trial,SLO,131,43,131,131,NA,3803,315234,59,11241
10,Damiano Caruso,63,Bahrain - Mclaren,2H 53M 32S,0,0,21,2020-09-20,122,Mantes-la-Jolie,Paris (Champs-Élysées),Flat stage,IRL,131,43,131,131,43,10412,315248,10,843
43,Krists Neilands,175,Israel Start-Up Nation,3H 44M 11S,0,0,19,2020-09-18,166.5,Bourg-en-Bresse,Champagnole,Flat stage,DEN,11,43,3,131,205,13451,315254,85,14673
91,Pierre Luc Perichon,127,Cofidis,3H 44M 11S,0,0,19,2020-09-18,166.5,Bourg-en-Bresse,Champagnole,Flat stage,DEN,11,43,3,131,205,13451,315402,86,14821
2,Luka Mezgec,167,Mitchelton - Scott,3H 37M 20S,6,0,19,2020-09-18,166.5,Bourg-en-Bresse,Champagnole,Flat stage,DEN,11,43,3,131,205,13040,315406,87,14825
68,Pavel Sivakov,7,Ineos Grenadiers,3H 44M 11S,0,0,19,2020-09-18,166.5,Bourg-en-Bresse,Champagnole,Flat stage,DEN,11,43,3,131,205,13451,315415,88,14834
11,Guillaume Martin,121,Cofidis,2H 53M 32S,0,0,21,2020-09-20,122,Mantes-la-Jolie,Paris (Champs-Élysées),Flat stage,IRL,131,43,131,131,43,10412,315423,11,1018
12,Alejandro Valverde,91,Movistar Team,2H 53M 32S,0,0,21,2020-09-20,122,Mantes-la-Jolie,Paris (Champs-Élysées),Flat stage,IRL,131,43,131,131,43,10412,315466,12,1061
92,Jens Keukeleire,75,Ef Pro Cycling,3H 44M 11S,0,0,19,2020-09-18,166.5,Bourg-en-Bresse,Champagnole,Flat stage,DEN,11,43,3,131,205,13451,315567,89,14986
34,Omar Fraile,142,Astana Pro Team,1H 1M 41S,0,0,20,2020-09-19,36.2,Lure,La Planche des Belles Filles,Mountain time trial,SLO,131,43,131,131,NA,3701,315593,60,11600
124,Tejay Van Garderen,78,Ef Pro Cycling,3H 44M 11S,0,0,19,2020-09-18,166.5,Bourg-en-Bresse,Champagnole,Flat stage,DEN,11,43,3,131,205,13451,315650,90,15069
12,Dries Devenyns,46,Deceuninck - Quick - Step,3H 37M 48S,0,0,19,2020-09-18,166.5,Bourg-en-Bresse,Champagnole,Flat stage,DEN,11,43,3,131,205,13068,315750,91,15169
106,Dayer Quintana,85,Team Arkea - Samsic,3H 44M 11S,0,0,19,2020-09-18,166.5,Bourg-en-Bresse,Champagnole,Flat stage,DEN,11,43,3,131,205,13451,315892,92,15311
13,Richard Carapaz,3,Ineos Grenadiers,2H 54M 41S,0,0,21,2020-09-20,122,Mantes-la-Jolie,Paris (Champs-Élysées),Flat stage,IRL,131,43,131,131,43,10481,315958,13,1553
128,Casper Phillip Pedersen,207,Team Sunweb,3H 44M 11S,0,0,19,2020-09-18,166.5,Bourg-en-Bresse,Champagnole,Flat stage,DEN,11,43,3,131,205,13451,315958,93,15377
82,Matthieu Ladagnous,55,Groupama - Fdj,3H 44M 11S,0,0,19,2020-09-18,166.5,Bourg-en-Bresse,Champagnole,Flat stage,DEN,11,43,3,131,205,13451,315963,94,15382
19,Sonny Colbrelli,64,Bahrain - Mclaren,3H 44M 11S,0,0,19,2020-09-18,166.5,Bourg-en-Bresse,Champagnole,Flat stage,DEN,11,43,3,131,205,13451,316059,95,15478
37,Daryl Impey,165,Mitchelton - Scott,3H 44M 11S,0,0,19,2020-09-18,166.5,Bourg-en-Bresse,Champagnole,Flat stage,DEN,11,43,3,131,205,13451,316082,96,15501
77,Oliver Naesen,35,Ag2r La Mondiale,1H 3M 40S,0,0,20,2020-09-19,36.2,Lure,La Planche des Belles Filles,Mountain time trial,SLO,131,43,131,131,NA,3820,316117,61,12124
50,Cyril Barthe,212,B&B Hotels - Vital Concept P / B Ktm,3H 44M 11S,0,0,19,2020-09-18,166.5,Bourg-en-Bresse,Champagnole,Flat stage,DEN,11,43,3,131,205,13451,316198,97,15617
97,Nicolas Roche,208,Team Sunweb,1H 4M 29S,0,0,20,2020-09-19,36.2,Lure,La Planche des Belles Filles,Mountain time trial,SLO,131,43,131,131,NA,3869,316199,62,12206
32,Felix Grossschartner,23,Bora - Hansgrohe,1H 1M 26S,0,0,20,2020-09-19,36.2,Lure,La Planche des Belles Filles,Mountain time trial,SLO,131,43,131,131,NA,3686,316244,63,12251
14,Warren Barguil,83,Team Arkea - Samsic,2H 53M 32S,0,0,21,2020-09-20,122,Mantes-la-Jolie,Paris (Champs-Élysées),Flat stage,IRL,131,43,131,131,43,10412,316269,14,1864
72,Alberto Bettiol,72,Ef Pro Cycling,1H 3M 34S,0,0,20,2020-09-19,36.2,Lure,La Planche des Belles Filles,Mountain time trial,SLO,131,43,131,131,NA,3814,316288,64,12295
73,Nans Peters,36,Ag2r La Mondiale,1H 3M 36S,0,0,20,2020-09-19,36.2,Lure,La Planche des Belles Filles,Mountain time trial,SLO,131,43,131,131,NA,3816,316382,65,12389
27,Tom Van Asbroeck,178,Israel Start-Up Nation,3H 44M 11S,0,0,19,2020-09-18,166.5,Bourg-en-Bresse,Champagnole,Flat stage,DEN,11,43,3,131,205,13451,316428,98,15847
13,Edvald Boasson Hagen,192,Ntt Pro Cycling Team,3H 40M 26S,0,0,19,2020-09-18,166.5,Bourg-en-Bresse,Champagnole,Flat stage,DEN,11,43,3,131,205,13226,316595,99,16014
104,Alessandro De Marchi,112,Ccc Team,3H 44M 11S,0,0,19,2020-09-18,166.5,Bourg-en-Bresse,Champagnole,Flat stage,DEN,11,43,3,131,205,13451,316635,100,16054
34,Christopher Juul Jensen,166,Mitchelton - Scott,3H 44M 11S,0,0,19,2020-09-18,166.5,Bourg-en-Bresse,Champagnole,Flat stage,DEN,11,43,3,131,205,13451,316684,101,16103
99,Winner Anacona,82,Team Arkea - Samsic,1H 4M 39S,0,0,20,2020-09-19,36.2,Lure,La Planche des Belles Filles,Mountain time trial,SLO,131,43,131,131,NA,3879,316684,66,12691
102,Kévin Ledanois,84,Team Arkea - Samsic,3H 44M 11S,0,0,19,2020-09-18,166.5,Bourg-en-Bresse,Champagnole,Flat stage,DEN,11,43,3,131,205,13451,316713,102,16132
102,Jan Hirt,114,Ccc Team,1H 4M 52S,0,0,20,2020-09-19,36.2,Lure,La Planche des Belles Filles,Mountain time trial,SLO,131,43,131,131,NA,3892,316733,67,12740
77,Clément Venturini,37,Ag2r La Mondiale,3H 44M 11S,0,0,19,2020-09-18,166.5,Bourg-en-Bresse,Champagnole,Flat stage,DEN,11,43,3,131,205,13451,316826,103,16245
126,Joris Nieuwenhuis,206,Team Sunweb,3H 44M 11S,0,0,19,2020-09-18,166.5,Bourg-en-Bresse,Champagnole,Flat stage,DEN,11,43,3,131,205,13451,316931,104,16350
129,Daniel Oss,26,Bora - Hansgrohe,3H 44M 11S,0,0,19,2020-09-18,166.5,Bourg-en-Bresse,Champagnole,Flat stage,DEN,11,43,3,131,205,13451,316939,105,16358
41,Ben Hermans,173,Israel Start-Up Nation,1H 2M 9S,0,0,20,2020-09-19,36.2,Lure,La Planche des Belles Filles,Mountain time trial,SLO,131,43,131,131,NA,3729,316956,68,12963
15,Sepp Kuss,16,Team Jumbo - Visma,2H 53M 52S,0,20,21,2020-09-20,122,Mantes-la-Jolie,Paris (Champs-Élysées),Flat stage,IRL,131,43,131,131,43,10432,316965,15,2560
58,Roman Kreuziger,196,Ntt Pro Cycling Team,3H 44M 11S,0,0,19,2020-09-18,166.5,Bourg-en-Bresse,Champagnole,Flat stage,DEN,11,43,3,131,205,13451,317043,106,16462
75,Connor Swift,88,Team Arkea - Samsic,3H 44M 11S,0,0,19,2020-09-18,166.5,Bourg-en-Bresse,Champagnole,Flat stage,DEN,11,43,3,131,205,13451,317047,107,16466
70,Michael Hundahl Valgren,195,Ntt Pro Cycling Team,1H 3M 27S,0,0,20,2020-09-19,36.2,Lure,La Planche des Belles Filles,Mountain time trial,SLO,131,43,131,131,NA,3807,317065,69,13072
8,David De La Cruz,133,Uae Team Emirates,58M 35S,0,0,20,2020-09-19,36.2,Lure,La Planche des Belles Filles,Mountain time trial,SLO,131,43,131,131,NA,3515,317123,70,13130
44,Michael Schär,116,Ccc Team,1H 2M 12S,0,0,20,2020-09-19,36.2,Lure,La Planche des Belles Filles,Mountain time trial,SLO,131,43,131,131,NA,3732,317128,71,13135
141,José Rojas,96,Movistar Team,1H 6M 45S,0,0,20,2020-09-19,36.2,Lure,La Planche des Belles Filles,Mountain time trial,SLO,131,43,131,131,NA,4005,317242,72,13249
132,Jasper Stuyven,107,Trek - Segafredo,1H 5M 56S,0,0,20,2020-09-19,36.2,Lure,La Planche des Belles Filles,Mountain time trial,SLO,131,43,131,131,NA,3956,317245,73,13252
30,Anthony Turgis,188,Total Direct Energie,3H 44M 11S,0,0,19,2020-09-18,166.5,Bourg-en-Bresse,Champagnole,Flat stage,DEN,11,43,3,131,205,13451,317280,108,16699
86,Christophe Laporte,125,Cofidis,3H 44M 11S,0,0,19,2020-09-18,166.5,Bourg-en-Bresse,Champagnole,Flat stage,DEN,11,43,3,131,205,13451,317332,109,16751
139,Marco Marcato,137,Uae Team Emirates,3H 44M 11S,0,0,19,2020-09-18,166.5,Bourg-en-Bresse,Champagnole,Flat stage,DEN,11,43,3,131,205,13451,317358,110,16777
95,Wouter Poels,67,Bahrain - Mclaren,3H 44M 11S,0,0,19,2020-09-18,166.5,Bourg-en-Bresse,Champagnole,Flat stage,DEN,11,43,3,131,205,13451,317546,111,16965
48,Tiesj Benoot,201,Team Sunweb,1H 2M 31S,0,0,20,2020-09-19,36.2,Lure,La Planche des Belles Filles,Mountain time trial,SLO,131,43,131,131,NA,3751,317598,74,13605
95,Imanol Erviti,93,Movistar Team,1H 4M 27S,0,0,20,2020-09-19,36.2,Lure,La Planche des Belles Filles,Mountain time trial,SLO,131,43,131,131,NA,3867,317673,75,13680
126,Andrey Amador,2,Ineos Grenadiers,1H 5M 34S,0,0,20,2020-09-19,36.2,Lure,La Planche des Belles Filles,Mountain time trial,SLO,131,43,131,131,NA,3934,317716,76,13723
96,Matej Mohoric,66,Bahrain - Mclaren,1H 4M 29S,0,0,20,2020-09-19,36.2,Lure,La Planche des Belles Filles,Mountain time trial,SLO,131,43,131,131,NA,3869,317735,77,13742
16,Pello Bilbao,62,Bahrain - Mclaren,2H 53M 32S,0,0,21,2020-09-20,122,Mantes-la-Jolie,Paris (Champs-Élysées),Flat stage,IRL,131,43,131,131,43,10412,317761,16,3356
138,Simone Consonni,122,Cofidis,3H 44M 11S,0,0,19,2020-09-18,166.5,Bourg-en-Bresse,Champagnole,Flat stage,DEN,11,43,3,131,205,13451,317848,112,17267
115,Cyril Gautier,215,B&B Hotels - Vital Concept P / B Ktm,1H 5M 10S,0,0,20,2020-09-19,36.2,Lure,La Planche des Belles Filles,Mountain time trial,SLO,131,43,131,131,NA,3910,317871,78,13878
123,Matteo Trentin,117,Ccc Team,1H 5M 30S,0,0,20,2020-09-19,36.2,Lure,La Planche des Belles Filles,Mountain time trial,SLO,131,43,131,131,NA,3930,317923,79,13930
127,Toms Skujins,106,Trek - Segafredo,1H 5M 35S,0,0,20,2020-09-19,36.2,Lure,La Planche des Belles Filles,Mountain time trial,SLO,131,43,131,131,NA,3935,317961,80,13968
113,Dario Cataldo,92,Movistar Team,1H 5M 10S,0,0,20,2020-09-19,36.2,Lure,La Planche des Belles Filles,Mountain time trial,SLO,131,43,131,131,NA,3910,317964,81,13971
62,Vegard Stake Laengen,136,Uae Team Emirates,1H 3M 7S,0,0,20,2020-09-19,36.2,Lure,La Planche des Belles Filles,Mountain time trial,SLO,131,43,131,131,NA,3787,317990,82,13997
141,Benoit Cosnefroy,33,Ag2r La Mondiale,3H 44M 11S,0,0,19,2020-09-18,166.5,Bourg-en-Bresse,Champagnole,Flat stage,DEN,11,43,3,131,205,13451,318093,113,17512
14,Hugo Hofstetter,174,Israel Start-Up Nation,3H 40M 26S,0,0,19,2020-09-18,166.5,Bourg-en-Bresse,Champagnole,Flat stage,DEN,11,43,3,131,205,13226,318115,114,17534
137,Fabien Grellier,185,Total Direct Energie,3H 44M 11S,0,0,19,2020-09-18,166.5,Bourg-en-Bresse,Champagnole,Flat stage,DEN,11,43,3,131,205,13451,318116,115,17535
17,Nairo Quintana,81,Team Arkea - Samsic,2H 53M 53S,0,0,21,2020-09-20,122,Mantes-la-Jolie,Paris (Champs-Élysées),Flat stage,IRL,131,43,131,131,43,10433,318192,17,3787
36,Kasper Asgreen,42,Deceuninck - Quick - Step,3H 44M 11S,0,0,19,2020-09-18,166.5,Bourg-en-Bresse,Champagnole,Flat stage,DEN,11,43,3,131,205,13451,318354,116,17773
143,Rémi Cavagna,44,Deceuninck - Quick - Step,3H 44M 11S,0,0,19,2020-09-18,166.5,Bourg-en-Bresse,Champagnole,Flat stage,DEN,11,43,3,131,205,13451,318355,117,17774
26,Edward Theuns,108,Trek - Segafredo,3H 44M 11S,0,0,19,2020-09-18,166.5,Bourg-en-Bresse,Champagnole,Flat stage,DEN,11,43,3,131,205,13451,318375,118,17794
28,Tony Martin,17,Team Jumbo - Visma,3H 44M 11S,0,0,19,2020-09-18,166.5,Bourg-en-Bresse,Champagnole,Flat stage,DEN,11,43,3,131,205,13451,318389,119,17808
146,Jack Bauer,162,Mitchelton - Scott,1H 7M 53S,0,0,20,2020-09-19,36.2,Lure,La Planche des Belles Filles,Mountain time trial,SLO,131,43,131,131,NA,4073,318427,83,14434
18,Pierre Rolland,218,B&B Hotels - Vital Concept P / B Ktm,2H 53M 53S,0,0,21,2020-09-20,122,Mantes-la-Jolie,Paris (Champs-Élysées),Flat stage,IRL,131,43,131,131,43,10433,318511,18,4106
105,Peter Sagan,21,Bora - Hansgrohe,1H 4M 55S,0,0,20,2020-09-19,36.2,Lure,La Planche des Belles Filles,Mountain time trial,SLO,131,43,131,131,NA,3895,318652,84,14659
15,Bryan Coquard,211,B&B Hotels - Vital Concept P / B Ktm,3H 40M 26S,0,0,19,2020-09-18,166.5,Bourg-en-Bresse,Champagnole,Flat stage,DEN,11,43,3,131,205,13226,318720,120,18139
6,Nikias Arndt,202,Team Sunweb,3H 37M 26S,0,0,19,2020-09-18,166.5,Bourg-en-Bresse,Champagnole,Flat stage,DEN,11,43,3,131,205,13046,318744,121,18163
39,Mads Pedersen,105,Trek - Segafredo,3H 44M 11S,0,0,19,2020-09-18,166.5,Bourg-en-Bresse,Champagnole,Flat stage,DEN,11,43,3,131,205,13451,318758,122,18177
38,Ryan Gibbons,193,Ntt Pro Cycling Team,3H 44M 11S,0,0,19,2020-09-18,166.5,Bourg-en-Bresse,Champagnole,Flat stage,DEN,11,43,3,131,205,13451,318772,123,18191
135,Jonas Koch,115,Ccc Team,3H 44M 11S,0,0,19,2020-09-18,166.5,Bourg-en-Bresse,Champagnole,Flat stage,DEN,11,43,3,131,205,13451,318791,124,18210
17,Nils Politt,177,Israel Start-Up Nation,3H 44M 11S,0,0,19,2020-09-18,166.5,Bourg-en-Bresse,Champagnole,Flat stage,DEN,11,43,3,131,205,13451,318807,125,18226
22,Geoffrey Soupe,187,Total Direct Energie,3H 44M 11S,0,0,19,2020-09-18,166.5,Bourg-en-Bresse,Champagnole,Flat stage,DEN,11,43,3,131,205,13451,318835,126,18254
24,Tim Declercq,45,Deceuninck - Quick - Step,3H 44M 11S,0,0,19,2020-09-18,166.5,Bourg-en-Bresse,Champagnole,Flat stage,DEN,11,43,3,131,205,13451,318898,127,18317
46,Krists Neilands,175,Israel Start-Up Nation,1H 2M 13S,0,0,20,2020-09-19,36.2,Lure,La Planche des Belles Filles,Mountain time trial,SLO,131,43,131,131,NA,3733,318987,85,14994
7,Luke Rowe,6,Ineos Grenadiers,3H 37M 32S,0,0,19,2020-09-18,166.5,Bourg-en-Bresse,Champagnole,Flat stage,DEN,11,43,3,131,205,13052,319110,128,18529
40,Amund Grøndahl Jansen,13,Team Jumbo - Visma,3H 44M 11S,0,0,19,2020-09-18,166.5,Bourg-en-Bresse,Champagnole,Flat stage,DEN,11,43,3,131,205,13451,319131,129,18550
59,Pierre Luc Perichon,127,Cofidis,1H 2M 56S,0,0,20,2020-09-19,36.2,Lure,La Planche des Belles Filles,Mountain time trial,SLO,131,43,131,131,NA,3776,319178,86,15185
52,Pavel Sivakov,7,Ineos Grenadiers,1H 2M 47S,0,0,20,2020-09-19,36.2,Lure,La Planche des Belles Filles,Mountain time trial,SLO,131,43,131,131,NA,3767,319182,87,15189
19,Carlos Verona,98,Movistar Team,2H 53M 52S,0,20,21,2020-09-20,122,Mantes-la-Jolie,Paris (Champs-Élysées),Flat stage,IRL,131,43,131,131,43,10432,319219,19,4814
20,Wout Van Aert,18,Team Jumbo - Visma,2H 53M 42S,0,10,21,2020-09-20,122,Mantes-la-Jolie,Paris (Champs-Élysées),Flat stage,IRL,131,43,131,131,43,10422,319246,20,4841
142,Luka Mezgec,167,Mitchelton - Scott,1H 6M 54S,0,0,20,2020-09-19,36.2,Lure,La Planche des Belles Filles,Mountain time trial,SLO,131,43,131,131,NA,4014,319420,88,15427
98,Mathieu Burgaudeau,182,Total Direct Energie,3H 44M 11S,0,0,19,2020-09-18,166.5,Bourg-en-Bresse,Champagnole,Flat stage,DEN,11,43,3,131,205,13451,319476,130,18895
130,Jens Keukeleire,75,Ef Pro Cycling,1H 5M 53S,0,0,20,2020-09-19,36.2,Lure,La Planche des Belles Filles,Mountain time trial,SLO,131,43,131,131,NA,3953,319520,89,15527
120,Tejay Van Garderen,78,Ef Pro Cycling,1H 5M 25S,0,0,20,2020-09-19,36.2,Lure,La Planche des Belles Filles,Mountain time trial,SLO,131,43,131,131,NA,3925,319575,90,15582
86,Dries Devenyns,46,Deceuninck - Quick - Step,1H 4M 12S,0,0,20,2020-09-19,36.2,Lure,La Planche des Belles Filles,Mountain time trial,SLO,131,43,131,131,NA,3852,319602,91,15609
132,Michael Mørkøv,48,Deceuninck - Quick - Step,3H 44M 11S,0,0,19,2020-09-18,166.5,Bourg-en-Bresse,Champagnole,Flat stage,DEN,11,43,3,131,205,13451,319617,131,19036
64,Casper Phillip Pedersen,207,Team Sunweb,1H 3M 13S,0,0,20,2020-09-19,36.2,Lure,La Planche des Belles Filles,Mountain time trial,SLO,131,43,131,131,NA,3793,319751,92,15758
94,Alexander Kristoff,135,Uae Team Emirates,3H 44M 11S,0,0,19,2020-09-18,166.5,Bourg-en-Bresse,Champagnole,Flat stage,DEN,11,43,3,131,205,13451,319797,132,19216
87,Matthieu Ladagnous,55,Groupama - Fdj,1H 4M 16S,0,0,20,2020-09-19,36.2,Lure,La Planche des Belles Filles,Mountain time trial,SLO,131,43,131,131,NA,3856,319819,93,15826
62,Clément Russo,87,Team Arkea - Samsic,3H 44M 11S,0,0,19,2020-09-18,166.5,Bourg-en-Bresse,Champagnole,Flat stage,DEN,11,43,3,131,205,13451,319847,133,19266
140,Kévin Reza,217,B&B Hotels - Vital Concept P / B Ktm,3H 44M 11S,0,0,19,2020-09-18,166.5,Bourg-en-Bresse,Champagnole,Flat stage,DEN,11,43,3,131,205,13451,319848,134,19267
74,Sonny Colbrelli,64,Bahrain - Mclaren,1H 3M 36S,0,0,20,2020-09-19,36.2,Lure,La Planche des Belles Filles,Mountain time trial,SLO,131,43,131,131,NA,3816,319875,94,15882
140,Dayer Quintana,85,Team Arkea - Samsic,1H 6M 44S,0,0,20,2020-09-19,36.2,Lure,La Planche des Belles Filles,Mountain time trial,SLO,131,43,131,131,NA,4004,319896,95,15903
