Rank,Rider,Rank.1,Rider No.,Team,Times,Gap,B,P,year,edition
54,DAMIANO CARUSO,54,63,BAHRAIN - MCLAREN,03h 33' 24'',+ 00h 01' 21'',-,-,2020.0,107.0
55,FELIX GROSSSCHARTNER,55,23,BORA - HANSGROHE,03h 33' 24'',+ 00h 01' 21'',-,-,2020.0,107.0
56,ROMAN KREUZIGER,56,196,NTT PRO CYCLING TEAM,03h 33' 24'',+ 00h 01' 21'',-,-,2020.0,107.0
57,LUKA MEZGEC,57,167,MITCHELTON - SCOTT,03h 33' 24'',+ 00h 01' 21'',-,-,2020.0,107.0
58,ESTEBAN CHAVES,58,164,MITCHELTON - SCOTT,03h 33' 24'',+ 00h 01' 21'',-,-,2020.0,107.0
59,BAUKE MOLLEMA,59,104,TREK - SEGAFREDO,03h 33' 24'',+ 00h 01' 21'',-,-,2020.0,107.0
60,PIERRE ROLLAND,60,218,B&B HOTELS - VITAL CONCEPT P / B KTM,03h 33' 24'',+ 00h 01' 21'',-,-,2020.0,107.0
61,DANIEL OSS,61,26,BORA - HANSGROHE,03h 33' 24'',+ 00h 01' 21'',-,-,2020.0,107.0
62,RICHIE PORTE,62,101,TREK - SEGAFREDO,03h 33' 24'',+ 00h 01' 21'',-,-,2020.0,107.0
63,GREGOR MÜHLBERGER,63,25,BORA - HANSGROHE,03h 33' 24'',+ 00h 01' 21'',-,-,2020.0,107.0
64,HUGH JOHN CARTHY,64,73,EF PRO CYCLING,03h 33' 24'',+ 00h 01' 21'',-,P : 20'',2020.0,107.0
65,KRISTS NEILANDS,65,175,ISRAEL START-UP NATION,03h 33' 24'',+ 00h 01' 21'',-,-,2020.0,107.0
66,NILS POLITT,66,177,ISRAEL START-UP NATION,03h 33' 24'',+ 00h 01' 21'',-,-,2020.0,107.0
67,TOMS SKUJINS,67,106,TREK - SEGAFREDO,03h 33' 24'',+ 00h 01' 21'',-,-,2020.0,107.0
68,THOMAS DE GENDT,68,154,LOTTO SOUDAL,03h 33' 24'',+ 00h 01' 21'',-,-,2020.0,107.0
69,JAN POLANC,69,138,UAE TEAM EMIRATES,03h 33' 24'',+ 00h 01' 21'',-,-,2020.0,107.0
70,LENNARD KÄMNA,70,24,BORA - HANSGROHE,03h 33' 24'',+ 00h 01' 21'',-,-,2020.0,107.0
71,ROBERT GESINK,71,15,TEAM JUMBO - VISMA,03h 33' 24'',+ 00h 01' 21'',-,-,2020.0,107.0
72,DANIEL MARTIN,72,171,ISRAEL START-UP NATION,03h 33' 24'',+ 00h 01' 21'',-,-,2020.0,107.0
73,DAVID GAUDU,73,53,GROUPAMA - FDJ,03h 33' 24'',+ 00h 01' 21'',-,-,2020.0,107.0
74,SÉBASTIEN REICHENBACH,74,58,GROUPAMA - FDJ,03h 33' 24'',+ 00h 01' 21'',-,-,2020.0,107.0
75,MICHAEL HUNDAHL VALGREN,75,195,NTT PRO CYCLING TEAM,03h 33' 24'',+ 00h 01' 21'',-,-,2020.0,107.0
76,CONNOR SWIFT,76,88,TEAM ARKEA - SAMSIC,03h 33' 24'',+ 00h 01' 21'',-,-,2020.0,107.0
77,DYLAN VAN BAARLE,77,8,INEOS GRENADIERS,03h 33' 24'',+ 00h 01' 21'',-,-,2020.0,107.0
78,MARCO MARCATO,78,137,UAE TEAM EMIRATES,03h 33' 34'',+ 00h 01' 31'',-,-,2020.0,107.0
79,DAVIDE FORMOLO,79,134,UAE TEAM EMIRATES,03h 33' 40'',+ 00h 01' 37'',-,-,2020.0,107.0
80,ROMAIN SICARD,80,186,TOTAL DIRECT ENERGIE,03h 33' 24'',+ 00h 01' 21'',-,-,2020.0,107.0
81,PELLO BILBAO,81,62,BAHRAIN - MCLAREN,03h 34' 01'',+ 00h 01' 58'',-,-,2020.0,107.0
82,VEGARD STAKE LAENGEN,82,136,UAE TEAM EMIRATES,03h 34' 03'',+ 00h 02' 00'',-,-,2020.0,107.0
83,PIERRE LUC PERICHON,83,127,COFIDIS,03h 34' 15'',+ 00h 02' 12'',-,-,2020.0,107.0
84,DRIES DEVENYNS,84,46,DECEUNINCK - QUICK - STEP,03h 34' 24'',+ 00h 02' 21'',-,-,2020.0,107.0
85,MATEJ MOHORIC,85,66,BAHRAIN - MCLAREN,03h 34' 29'',+ 00h 02' 26'',-,-,2020.0,107.0
86,CHRISTOPHER JUUL JENSEN,86,166,MITCHELTON - SCOTT,03h 34' 47'',+ 00h 02' 44'',-,-,2020.0,107.0
87,MAXIMILIAN SCHACHMANN,87,28,BORA - HANSGROHE,03h 35' 07'',+ 00h 03' 04'',-,-,2020.0,107.0
88,JONATHAN CASTROVIEJO,88,4,INEOS GRENADIERS,03h 35' 07'',+ 00h 03' 04'',-,-,2020.0,107.0
89,ILNUR ZAKARIN,89,118,CCC TEAM,03h 35' 46'',+ 00h 03' 43'',-,-,2020.0,107.0
90,KÉVIN LEDANOIS,90,84,TEAM ARKEA - SAMSIC,03h 36' 19'',+ 00h 04' 16'',-,-,2020.0,107.0
91,ANDREY AMADOR,91,2,INEOS GRENADIERS,03h 42' 22'',+ 00h 10' 19'',-,-,2020.0,107.0
92,QUENTIN PACHER,92,216,B&B HOTELS - VITAL CONCEPT P / B KTM,03h 44' 39'',+ 00h 12' 36'',-,-,2020.0,107.0
93,TOM VAN ASBROECK,93,178,ISRAEL START-UP NATION,03h 46' 35'',+ 00h 14' 32'',-,-,2020.0,107.0
94,EDWARD THEUNS,94,108,TREK - SEGAFREDO,03h 46' 35'',+ 00h 14' 32'',-,-,2020.0,107.0
95,OLIVER NAESEN,95,35,AG2R LA MONDIALE,03h 46' 35'',+ 00h 14' 32'',-,-,2020.0,107.0
96,IMANOL ERVITI,96,93,MOVISTAR TEAM,03h 46' 35'',+ 00h 14' 32'',-,-,2020.0,107.0
97,BOB JUNGELS,97,47,DECEUNINCK - QUICK - STEP,03h 46' 35'',+ 00h 14' 32'',-,-,2020.0,107.0
98,TIM DECLERCQ,98,45,DECEUNINCK - QUICK - STEP,03h 46' 35'',+ 00h 14' 32'',-,-,2020.0,107.0
99,GUY NIV,99,176,ISRAEL START-UP NATION,03h 46' 35'',+ 00h 14' 32'',-,-,2020.0,107.0
100,BEN HERMANS,100,173,ISRAEL START-UP NATION,03h 46' 35'',+ 00h 14' 32'',-,-,2020.0,107.0
101,TONY MARTIN,101,17,TEAM JUMBO - VISMA,03h 46' 35'',+ 00h 14' 32'',-,-,2020.0,107.0
102,NEILSON POWLESS,102,77,EF PRO CYCLING,03h 46' 35'',+ 00h 14' 32'',-,-,2020.0,107.0
103,JESUS HERRADA,103,124,COFIDIS,03h 46' 35'',+ 00h 14' 32'',-,-,2020.0,107.0
104,NICOLAS EDET,104,123,COFIDIS,03h 46' 35'',+ 00h 14' 32'',-,-,2020.0,107.0
105,WINNER ANACONA,105,82,TEAM ARKEA - SAMSIC,03h 46' 35'',+ 00h 14' 32'',-,-,2020.0,107.0
106,DOMENICO POZZOVIVO,106,197,NTT PRO CYCLING TEAM,03h 46' 35'',+ 00h 14' 32'',-,-,2020.0,107.0
107,FABIEN GRELLIER,107,185,TOTAL DIRECT ENERGIE,03h 46' 35'',+ 00h 14' 32'',-,-,2020.0,107.0
108,ANTHONY TURGIS,108,188,TOTAL DIRECT ENERGIE,03h 46' 35'',+ 00h 14' 32'',-,-,2020.0,107.0
109,DARYL IMPEY,109,165,MITCHELTON - SCOTT,03h 46' 35'',+ 00h 14' 32'',-,-,2020.0,107.0
110,LUKE ROWE,110,6,INEOS GRENADIERS,03h 46' 35'',+ 00h 14' 32'',-,-,2020.0,107.0
111,KASPER ASGREEN,111,42,DECEUNINCK - QUICK - STEP,03h 46' 35'',+ 00h 14' 32'',-,-,2020.0,107.0
112,SIMON GESCHKE,112,113,CCC TEAM,03h 46' 35'',+ 00h 14' 32'',-,-,2020.0,107.0
113,ALEXIS VUILLERMOZ,113,38,AG2R LA MONDIALE,03h 46' 35'',+ 00h 14' 32'',-,-,2020.0,107.0
114,SAM BENNETT,114,43,DECEUNINCK - QUICK - STEP,03h 46' 35'',+ 00h 14' 32'',-,-,2020.0,107.0
115,LUKAS PÖSTLBERGER,115,27,BORA - HANSGROHE,03h 46' 35'',+ 00h 14' 32'',-,-,2020.0,107.0
116,PIERRE LATOUR,116,34,AG2R LA MONDIALE,03h 46' 35'',+ 00h 14' 32'',-,-,2020.0,107.0
117,MAXIME CHEVALIER,117,213,B&B HOTELS - VITAL CONCEPT P / B KTM,03h 46' 35'',+ 00h 14' 32'',-,-,2020.0,107.0
118,CYRIL BARTHE,118,212,B&B HOTELS - VITAL CONCEPT P / B KTM,03h 46' 35'',+ 00h 14' 32'',-,-,2020.0,107.0
119,JACK BAUER,119,162,MITCHELTON - SCOTT,03h 46' 35'',+ 00h 14' 32'',-,-,2020.0,107.0
120,NANS PETERS,120,36,AG2R LA MONDIALE,03h 46' 35'',+ 00h 14' 32'',-,-,2020.0,107.0
121,NIKLAS EG,121,102,TREK - SEGAFREDO,03h 46' 35'',+ 00h 14' 32'',-,-,2020.0,107.0
122,TEJAY VAN GARDEREN,122,78,EF PRO CYCLING,03h 46' 35'',+ 00h 14' 32'',-,-,2020.0,107.0
123,DANIEL FELIPE MARTINEZ,123,76,EF PRO CYCLING,03h 46' 35'',+ 00h 14' 32'',-,-,2020.0,107.0
124,HAROLD TEJADA,124,148,ASTANA PRO TEAM,03h 46' 35'',+ 00h 14' 32'',-,-,2020.0,107.0
125,ALESSANDRO DE MARCHI,125,112,CCC TEAM,03h 46' 35'',+ 00h 14' 32'',-,-,2020.0,107.0
126,BENOIT COSNEFROY,126,33,AG2R LA MONDIALE,03h 46' 35'',+ 00h 14' 32'',-,-,2020.0,107.0
127,MIKEL NIEVE,127,168,MITCHELTON - SCOTT,03h 46' 35'',+ 00h 14' 32'',-,-,2020.0,107.0
128,NICCOLÒ BONIFAZIO,128,181,TOTAL DIRECT ENERGIE,03h 46' 35'',+ 00h 14' 32'',-,-,2020.0,107.0
129,DAVID DE LA CRUZ,129,133,UAE TEAM EMIRATES,03h 46' 35'',+ 00h 14' 32'',-,-,2020.0,107.0
130,DAYER QUINTANA,130,85,TEAM ARKEA - SAMSIC,03h 46' 35'',+ 00h 14' 32'',-,-,2020.0,107.0
131,MARC HIRSCHI,131,204,TEAM SUNWEB,03h 47' 57'',+ 00h 15' 54'',-,-,2020.0,107.0
132,JASPER DE BUYST,132,153,LOTTO SOUDAL,03h 47' 57'',+ 00h 15' 54'',-,-,2020.0,107.0
133,ANDRÉ GREIPEL,133,172,ISRAEL START-UP NATION,03h 47' 57'',+ 00h 15' 54'',-,-,2020.0,107.0
134,JORIS NIEUWENHUIS,134,206,TEAM SUNWEB,03h 47' 57'',+ 00h 15' 54'',-,-,2020.0,107.0
135,CASPER PHILLIP PEDERSEN,135,207,TEAM SUNWEB,03h 47' 57'',+ 00h 15' 54'',-,-,2020.0,107.0
136,AMUND GRØNDAHL JANSEN,136,13,TEAM JUMBO - VISMA,03h 47' 57'',+ 00h 15' 54'',-,-,2020.0,107.0
137,TIESJ BENOOT,137,201,TEAM SUNWEB,03h 47' 57'',+ 00h 15' 54'',-,-,2020.0,107.0
138,RYAN GIBBONS,138,193,NTT PRO CYCLING TEAM,03h 47' 57'',+ 00h 15' 54'',-,-,2020.0,107.0
139,SAMUEL BEWLEY,139,163,MITCHELTON - SCOTT,03h 47' 57'',+ 00h 15' 54'',-,-,2020.0,107.0
140,DIEGO ROSA,140,86,TEAM ARKEA - SAMSIC,03h 47' 57'',+ 00h 15' 54'',-,-,2020.0,107.0
141,PAVEL SIVAKOV,141,7,INEOS GRENADIERS,03h 47' 57'',+ 00h 15' 54'',-,-,2020.0,107.0
142,MARCO HALLER,142,65,BAHRAIN - MCLAREN,03h 47' 57'',+ 00h 15' 54'',-,-,2020.0,107.0
143,JONAS KOCH,143,115,CCC TEAM,03h 47' 57'',+ 00h 15' 54'',-,-,2020.0,107.0
144,NIKIAS ARNDT,144,202,TEAM SUNWEB,03h 47' 57'',+ 00h 15' 54'',-,-,2020.0,107.0
145,JENS DEBUSSCHERE,145,214,B&B HOTELS - VITAL CONCEPT P / B KTM,03h 47' 57'',+ 00h 15' 54'',-,-,2020.0,107.0
146,KÉVIN REZA,146,217,B&B HOTELS - VITAL CONCEPT P / B KTM,03h 47' 57'',+ 00h 15' 54'',-,-,2020.0,107.0
147,MAXIMILIAN WALSCHEID,147,198,NTT PRO CYCLING TEAM,03h 47' 57'',+ 00h 15' 54'',-,-,2020.0,107.0
148,WILLIAM BONNET,148,52,GROUPAMA - FDJ,03h 47' 57'',+ 00h 15' 54'',-,-,2020.0,107.0
149,MICHAEL SCHÄR,149,116,CCC TEAM,03h 47' 57'',+ 00h 15' 54'',-,-,2020.0,107.0
150,STEFF CRAS,150,152,LOTTO SOUDAL,03h 47' 57'',+ 00h 15' 54'',-,-,2020.0,107.0
151,FREDERIK FRISON,151,156,LOTTO SOUDAL,03h 47' 57'',+ 00h 15' 54'',-,-,2020.0,107.0
152,ALEXANDER KRISTOFF,152,135,UAE TEAM EMIRATES,03h 47' 57'',+ 00h 15' 54'',-,-,2020.0,107.0
153,GEOFFREY SOUPE,153,187,TOTAL DIRECT ENERGIE,03h 47' 57'',+ 00h 15' 54'',-,-,2020.0,107.0
154,NICOLAS ROCHE,154,208,TEAM SUNWEB,03h 47' 57'',+ 00h 15' 54'',-,-,2020.0,107.0
155,KENNY ELISSONDE,155,103,TREK - SEGAFREDO,03h 47' 57'',+ 00h 15' 54'',-,-,2020.0,107.0
156,MATHIEU BURGAUDEAU,156,182,TOTAL DIRECT ENERGIE,03h 47' 57'',+ 00h 15' 54'',-,-,2020.0,107.0
157,WOUTER POELS,157,67,BAHRAIN - MCLAREN,03h 47' 57'',+ 00h 15' 54'',-,-,2020.0,107.0
158,ROGER KLUGE,158,158,LOTTO SOUDAL,03h 47' 57'',+ 00h 15' 54'',-,-,2020.0,107.0
159,CEES BOL,159,203,TEAM SUNWEB,03h 47' 57'',+ 00h 15' 54'',-,-,2020.0,107.0
160,JÉRÔME COUSIN,160,184,TOTAL DIRECT ENERGIE,03h 47' 57'',+ 00h 15' 54'',-,-,2020.0,107.0
161,LILIAN CALMEJANE,161,183,TOTAL DIRECT ENERGIE,03h 47' 57'',+ 00h 15' 54'',-,-,2020.0,107.0
162,CLÉMENT RUSSO,162,87,TEAM ARKEA - SAMSIC,03h 47' 57'',+ 00h 15' 54'',-,-,2020.0,107.0
163,CALEB EWAN,163,151,LOTTO SOUDAL,03h 47' 57'',+ 00h 15' 54'',-,-,2020.0,107.0
164,GIACOMO NIZZOLO,164,191,NTT PRO CYCLING TEAM,03h 47' 57'',+ 00h 15' 54'',-,-,2020.0,107.0
165,ELIA VIVIANI,165,128,COFIDIS,03h 47' 57'',+ 00h 15' 54'',-,-,2020.0,107.0
166,RÉMI CAVAGNA,166,44,DECEUNINCK - QUICK - STEP,03h 47' 57'',+ 00h 15' 54'',-,-,2020.0,107.0
167,JENS KEUKELEIRE,167,75,EF PRO CYCLING,03h 47' 57'',+ 00h 15' 54'',-,-,2020.0,107.0
168,SIMONE CONSONNI,168,122,COFIDIS,03h 47' 57'',+ 00h 15' 54'',-,-,2020.0,107.0
169,MICHAEL MØRKØV,169,48,DECEUNINCK - QUICK - STEP,03h 47' 57'',+ 00h 15' 54'',-,-,2020.0,107.0
170,MADS PEDERSEN,170,105,TREK - SEGAFREDO,03h 47' 57'',+ 00h 15' 54'',-,-,2020.0,107.0
171,JAN HIRT,171,114,CCC TEAM,03h 47' 57'',+ 00h 15' 54'',-,-,2020.0,107.0
172,SØREN KRAGH ANDERSEN,172,205,TEAM SUNWEB,03h 47' 57'',+ 00h 15' 54'',-,-,2020.0,107.0
1,NANS PETERS,1,36,AG2R LA MONDIALE,04h 02' 12'',-,B : 18'',-,2020.0,107.0
2,TOMS SKUJINS,2,106,TREK - SEGAFREDO,04h 02' 59'',+ 00h 00' 47'',B : 8'',-,2020.0,107.0
3,CARLOS VERONA,3,98,MOVISTAR TEAM,04h 02' 59'',+ 00h 00' 47'',B : 4'',-,2020.0,107.0
4,ILNUR ZAKARIN,4,118,CCC TEAM,04h 03' 21'',+ 00h 01' 09'',B : 5'',-,2020.0,107.0
5,NEILSON POWLESS,5,77,EF PRO CYCLING,04h 03' 53'',+ 00h 01' 41'',-,-,2020.0,107.0
6,BEN HERMANS,6,173,ISRAEL START-UP NATION,04h 05' 54'',+ 00h 03' 42'',-,-,2020.0,107.0
7,QUENTIN PACHER,7,216,B&B HOTELS - VITAL CONCEPT P / B KTM,04h 05' 54'',+ 00h 03' 42'',-,-,2020.0,107.0
8,SØREN KRAGH ANDERSEN,8,205,TEAM SUNWEB,04h 06' 16'',+ 00h 04' 04'',-,-,2020.0,107.0
9,TADEJ POGACAR,9,131,UAE TEAM EMIRATES,04h 08' 12'',+ 00h 06' 00'',-,-,2020.0,107.0
10,ROMAIN BARDET,10,31,AG2R LA MONDIALE,04h 08' 50'',+ 00h 06' 38'',-,-,2020.0,107.0
11,MIGUEL ANGEL LOPEZ,11,141,ASTANA PRO TEAM,04h 08' 52'',+ 00h 06' 40'',-,-,2020.0,107.0
12,ADAM YATES,12,161,MITCHELTON - SCOTT,04h 08' 52'',+ 00h 06' 40'',-,-,2020.0,107.0
13,EGAN BERNAL,13,1,INEOS GRENADIERS,04h 08' 52'',+ 00h 06' 40'',-,-,2020.0,107.0
14,MIKEL LANDA,14,61,BAHRAIN - MCLAREN,04h 08' 52'',+ 00h 06' 40'',-,-,2020.0,107.0
15,GUILLAUME MARTIN,15,121,COFIDIS,04h 08' 52'',+ 00h 06' 40'',-,-,2020.0,107.0
16,PRIMOŽ ROGLIC,16,11,TEAM JUMBO - VISMA,04h 08' 52'',+ 00h 06' 40'',-,-,2020.0,107.0
17,NAIRO QUINTANA,17,81,TEAM ARKEA - SAMSIC,04h 08' 52'',+ 00h 06' 40'',-,-,2020.0,107.0
18,RIGOBERTO URAN,18,71,EF PRO CYCLING,04h 08' 52'',+ 00h 06' 40'',-,-,2020.0,107.0
19,RICHIE PORTE,19,101,TREK - SEGAFREDO,04h 08' 52'',+ 00h 06' 40'',-,-,2020.0,107.0
20,ENRIC MAS,20,94,MOVISTAR TEAM,04h 09' 30'',+ 00h 07' 18'',-,-,2020.0,107.0
21,DAMIANO CARUSO,21,63,BAHRAIN - MCLAREN,04h 09' 30'',+ 00h 07' 18'',-,-,2020.0,107.0
22,BAUKE MOLLEMA,22,104,TREK - SEGAFREDO,04h 09' 30'',+ 00h 07' 18'',-,-,2020.0,107.0
23,RICHARD CARAPAZ,23,3,INEOS GRENADIERS,04h 09' 30'',+ 00h 07' 18'',-,-,2020.0,107.0
24,PIERRE ROLLAND,24,218,B&B HOTELS - VITAL CONCEPT P / B KTM,04h 09' 30'',+ 00h 07' 18'',-,-,2020.0,107.0
25,EMANUEL BUCHMANN,25,22,BORA - HANSGROHE,04h 09' 55'',+ 00h 07' 43'',-,-,2020.0,107.0
26,ESTEBAN CHAVES,26,164,MITCHELTON - SCOTT,04h 09' 55'',+ 00h 07' 43'',-,-,2020.0,107.0
27,FABIEN GRELLIER,27,185,TOTAL DIRECT ENERGIE,04h 10' 59'',+ 00h 08' 47'',-,-,2020.0,107.0
28,SERGIO ANDRES HIGUITA,28,74,EF PRO CYCLING,04h 10' 59'',+ 00h 08' 47'',-,-,2020.0,107.0
29,ALEJANDRO VALVERDE,29,91,MOVISTAR TEAM,04h 10' 59'',+ 00h 08' 47'',-,-,2020.0,107.0
30,TOM DUMOULIN,30,14,TEAM JUMBO - VISMA,04h 10' 59'',+ 00h 08' 47'',-,-,2020.0,107.0
31,HUGH JOHN CARTHY,31,73,EF PRO CYCLING,04h 10' 59'',+ 00h 08' 47'',-,-,2020.0,107.0
32,WARREN BARGUIL,32,83,TEAM ARKEA - SAMSIC,04h 10' 59'',+ 00h 08' 47'',-,-,2020.0,107.0
33,KENNY ELISSONDE,33,103,TREK - SEGAFREDO,04h 10' 59'',+ 00h 08' 47'',-,-,2020.0,107.0
34,HAROLD TEJADA,34,148,ASTANA PRO TEAM,04h 14' 03'',+ 00h 11' 51'',-,-,2020.0,107.0
35,MARC SOLER,35,97,MOVISTAR TEAM,04h 17' 15'',+ 00h 15' 03'',-,-,2020.0,107.0
36,BENOIT COSNEFROY,36,33,AG2R LA MONDIALE,04h 18' 49'',+ 00h 16' 37'',-,-,2020.0,107.0
37,ROMAIN SICARD,37,186,TOTAL DIRECT ENERGIE,04h 19' 02'',+ 00h 16' 50'',-,-,2020.0,107.0
38,JULIAN ALAPHILIPPE,38,41,DECEUNINCK - QUICK - STEP,04h 20' 19'',+ 00h 18' 07'',-,-,2020.0,107.0
39,JONATHAN CASTROVIEJO,39,4,INEOS GRENADIERS,04h 20' 19'',+ 00h 18' 07'',-,-,2020.0,107.0
40,PELLO BILBAO,40,62,BAHRAIN - MCLAREN,04h 20' 19'',+ 00h 18' 07'',-,-,2020.0,107.0
41,ALEXIS VUILLERMOZ,41,38,AG2R LA MONDIALE,04h 21' 01'',+ 00h 18' 49'',-,-,2020.0,107.0
42,MIKAEL CHEREL,42,32,AG2R LA MONDIALE,04h 21' 01'',+ 00h 18' 49'',-,-,2020.0,107.0
43,GORKA IZAGUIRRE INSAUSTI,43,144,ASTANA PRO TEAM,04h 21' 01'',+ 00h 18' 49'',-,-,2020.0,107.0
44,MICHAEL MØRKØV,44,48,DECEUNINCK - QUICK - STEP,04h 21' 01'',+ 00h 18' 49'',-,-,2020.0,107.0
45,FABIO ARU,45,132,UAE TEAM EMIRATES,04h 21' 56'',+ 00h 19' 44'',-,-,2020.0,107.0
46,DYLAN VAN BAARLE,46,8,INEOS GRENADIERS,04h 21' 56'',+ 00h 19' 44'',-,-,2020.0,107.0
47,LENNARD KÄMNA,47,24,BORA - HANSGROHE,04h 22' 22'',+ 00h 20' 10'',-,-,2020.0,107.0
48,DANIEL FELIPE MARTINEZ,48,76,EF PRO CYCLING,04h 23' 28'',+ 00h 21' 16'',-,-,2020.0,107.0
49,GEORGE BENNETT,49,12,TEAM JUMBO - VISMA,04h 23' 59'',+ 00h 21' 47'',-,-,2020.0,107.0
50,WOUT VAN AERT,50,18,TEAM JUMBO - VISMA,04h 23' 59'',+ 00h 21' 47'',-,-,2020.0,107.0
51,GREGOR MÜHLBERGER,51,25,BORA - HANSGROHE,04h 23' 59'',+ 00h 21' 47'',-,-,2020.0,107.0
52,NIKLAS EG,52,102,TREK - SEGAFREDO,04h 23' 59'',+ 00h 21' 47'',-,-,2020.0,107.0
53,JÉRÔME COUSIN,53,184,TOTAL DIRECT ENERGIE,04h 23' 59'',+ 00h 21' 47'',-,-,2020.0,107.0
54,JAN POLANC,54,138,UAE TEAM EMIRATES,04h 25' 08'',+ 00h 22' 56'',-,-,2020.0,107.0
55,ROBERT GESINK,55,15,TEAM JUMBO - VISMA,04h 25' 08'',+ 00h 22' 56'',-,-,2020.0,107.0
56,NICOLAS EDET,56,123,COFIDIS,04h 25' 08'',+ 00h 22' 56'',-,-,2020.0,107.0
57,THOMAS DE GENDT,57,154,LOTTO SOUDAL,04h 25' 38'',+ 00h 23' 26'',-,-,2020.0,107.0
58,NELSON OLIVEIRA,58,95,MOVISTAR TEAM,04h 26' 51'',+ 00h 24' 39'',-,-,2020.0,107.0
59,JESUS HERRADA,59,124,COFIDIS,04h 26' 51'',+ 00h 24' 39'',-,-,2020.0,107.0
60,WINNER ANACONA,60,82,TEAM ARKEA - SAMSIC,04h 26' 51'',+ 00h 24' 39'',-,-,2020.0,107.0
61,DAVID DE LA CRUZ,61,133,UAE TEAM EMIRATES,04h 27' 02'',+ 00h 24' 50'',-,-,2020.0,107.0
62,RUDY MOLARD,62,57,GROUPAMA - FDJ,04h 27' 35'',+ 00h 25' 23'',-,-,2020.0,107.0
63,VALENTIN MADOUAS,63,56,GROUPAMA - FDJ,04h 27' 35'',+ 00h 25' 23'',-,-,2020.0,107.0
64,THIBAUT PINOT,64,51,GROUPAMA - FDJ,04h 27' 35'',+ 00h 25' 23'',-,-,2020.0,107.0
65,DAVID GAUDU,65,53,GROUPAMA - FDJ,04h 27' 35'',+ 00h 25' 23'',-,-,2020.0,107.0
66,SÉBASTIEN REICHENBACH,66,58,GROUPAMA - FDJ,04h 27' 35'',+ 00h 25' 23'',-,-,2020.0,107.0
67,STEFAN KÜNG,67,54,GROUPAMA - FDJ,04h 27' 35'',+ 00h 25' 23'',-,-,2020.0,107.0
68,MICHAL KWIATKOWSKI,68,5,INEOS GRENADIERS,04h 27' 35'',+ 00h 25' 23'',-,-,2020.0,107.0
69,JOSÉ ROJAS,69,96,MOVISTAR TEAM,04h 27' 35'',+ 00h 25' 23'',-,-,2020.0,107.0
70,PAVEL SIVAKOV,70,7,INEOS GRENADIERS,04h 27' 35'',+ 00h 25' 23'',-,-,2020.0,107.0
71,FELIX GROSSSCHARTNER,71,23,BORA - HANSGROHE,04h 27' 35'',+ 00h 25' 23'',-,-,2020.0,107.0
72,MAXIMILIAN SCHACHMANN,72,28,BORA - HANSGROHE,04h 27' 35'',+ 00h 25' 23'',-,-,2020.0,107.0
73,DRIES DEVENYNS,73,46,DECEUNINCK - QUICK - STEP,04h 27' 35'',+ 00h 25' 23'',-,-,2020.0,107.0
74,OLIVER NAESEN,74,35,AG2R LA MONDIALE,04h 27' 35'',+ 00h 25' 23'',-,-,2020.0,107.0
75,DARIO CATALDO,75,92,MOVISTAR TEAM,04h 27' 35'',+ 00h 25' 23'',-,-,2020.0,107.0
76,BOB JUNGELS,76,47,DECEUNINCK - QUICK - STEP,04h 27' 35'',+ 00h 25' 23'',-,-,2020.0,107.0
77,GREG VAN AVERMAET,77,111,CCC TEAM,04h 27' 35'',+ 00h 25' 23'',-,-,2020.0,107.0
78,WOUTER POELS,78,67,BAHRAIN - MCLAREN,04h 27' 35'',+ 00h 25' 23'',-,-,2020.0,107.0
79,STEFF CRAS,79,152,LOTTO SOUDAL,04h 27' 35'',+ 00h 25' 23'',-,-,2020.0,107.0
80,MADS PEDERSEN,80,105,TREK - SEGAFREDO,04h 27' 35'',+ 00h 25' 23'',-,-,2020.0,107.0
81,CASPER PHILLIP PEDERSEN,81,207,TEAM SUNWEB,04h 27' 35'',+ 00h 25' 23'',-,-,2020.0,107.0
82,MICHAEL HUNDAHL VALGREN,82,195,NTT PRO CYCLING TEAM,04h 27' 35'',+ 00h 25' 23'',-,-,2020.0,107.0
83,KRISTS NEILANDS,83,175,ISRAEL START-UP NATION,04h 27' 35'',+ 00h 25' 23'',-,-,2020.0,107.0
84,GEOFFREY SOUPE,84,187,TOTAL DIRECT ENERGIE,04h 27' 35'',+ 00h 25' 23'',-,-,2020.0,107.0
85,MIKEL NIEVE,85,168,MITCHELTON - SCOTT,04h 27' 35'',+ 00h 25' 23'',-,-,2020.0,107.0
86,MICHAEL SCHÄR,86,116,CCC TEAM,04h 27' 35'',+ 00h 25' 23'',-,-,2020.0,107.0
87,IMANOL ERVITI,87,93,MOVISTAR TEAM,04h 27' 35'',+ 00h 25' 23'',-,-,2020.0,107.0
88,NICOLAS ROCHE,88,208,TEAM SUNWEB,04h 27' 35'',+ 00h 25' 23'',-,-,2020.0,107.0
89,DANIEL MARTIN,89,171,ISRAEL START-UP NATION,04h 27' 35'',+ 00h 25' 23'',-,-,2020.0,107.0
90,SEPP KUSS,90,16,TEAM JUMBO - VISMA,04h 27' 35'',+ 00h 25' 23'',-,-,2020.0,107.0
91,TEJAY VAN GARDEREN,91,78,EF PRO CYCLING,04h 27' 35'',+ 00h 25' 23'',-,-,2020.0,107.0
92,ION IZAGUIRRE INSAUSTI,92,145,ASTANA PRO TEAM,04h 27' 35'',+ 00h 25' 23'',-,-,2020.0,107.0
