Rank,Rider,Rank.1,Rider No.,Team,Times,Gap,B,P,year,edition
68,NICOLAS EDET,68,123,COFIDIS,04h 48' 16'',+ 00h 15' 42'',-,-,2020.0,107.0
69,DIEGO ROSA,69,86,TEAM ARKEA - SAMSIC,04h 48' 16'',+ 00h 15' 42'',-,-,2020.0,107.0
70,NIKLAS EG,70,102,TREK - SEGAFREDO,04h 49' 08'',+ 00h 16' 34'',-,-,2020.0,107.0
71,DANIEL MARTIN,71,171,ISRAEL START-UP NATION,04h 49' 21'',+ 00h 16' 47'',-,-,2020.0,107.0
72,FELIX GROSSSCHARTNER,72,23,BORA - HANSGROHE,04h 49' 33'',+ 00h 16' 59'',-,-,2020.0,107.0
73,DYLAN VAN BAARLE,73,8,INEOS GRENADIERS,04h 49' 33'',+ 00h 16' 59'',-,-,2020.0,107.0
74,MATHIEU BURGAUDEAU,74,182,TOTAL DIRECT ENERGIE,04h 50' 50'',+ 00h 18' 16'',-,-,2020.0,107.0
75,TOM VAN ASBROECK,75,178,ISRAEL START-UP NATION,04h 50' 50'',+ 00h 18' 16'',-,-,2020.0,107.0
76,JENS KEUKELEIRE,76,75,EF PRO CYCLING,04h 50' 50'',+ 00h 18' 16'',-,-,2020.0,107.0
77,EDVALD BOASSON HAGEN,77,192,NTT PRO CYCLING TEAM,04h 50' 50'',+ 00h 18' 16'',-,-,2020.0,107.0
78,GREGOR MÜHLBERGER,78,25,BORA - HANSGROHE,04h 50' 50'',+ 00h 18' 16'',-,-,2020.0,107.0
79,QUENTIN PACHER,79,216,B&B HOTELS - VITAL CONCEPT P / B KTM,04h 51' 19'',+ 00h 18' 45'',-,-,2020.0,107.0
80,STEFAN KÜNG,80,54,GROUPAMA - FDJ,04h 51' 19'',+ 00h 18' 45'',-,-,2020.0,107.0
81,MICHAEL HUNDAHL VALGREN,81,195,NTT PRO CYCLING TEAM,04h 51' 19'',+ 00h 18' 45'',-,-,2020.0,107.0
82,LENNARD KÄMNA,82,24,BORA - HANSGROHE,04h 51' 19'',+ 00h 18' 45'',-,-,2020.0,107.0
83,JOSÉ ROJAS,83,96,MOVISTAR TEAM,04h 51' 19'',+ 00h 18' 45'',-,-,2020.0,107.0
84,OMAR FRAILE,84,142,ASTANA PRO TEAM,04h 51' 19'',+ 00h 18' 45'',-,-,2020.0,107.0
85,DARIO CATALDO,85,92,MOVISTAR TEAM,04h 51' 19'',+ 00h 18' 45'',-,-,2020.0,107.0
86,CARLOS VERONA,86,98,MOVISTAR TEAM,04h 51' 19'',+ 00h 18' 45'',-,-,2020.0,107.0
87,PIERRE LATOUR,87,34,AG2R LA MONDIALE,04h 51' 19'',+ 00h 18' 45'',-,-,2020.0,107.0
88,CYRIL GAUTIER,88,215,B&B HOTELS - VITAL CONCEPT P / B KTM,04h 51' 19'',+ 00h 18' 45'',-,-,2020.0,107.0
89,TOMS SKUJINS,89,106,TREK - SEGAFREDO,04h 51' 19'',+ 00h 18' 45'',-,-,2020.0,107.0
90,DRIES DEVENYNS,90,46,DECEUNINCK - QUICK - STEP,04h 51' 19'',+ 00h 18' 45'',-,-,2020.0,107.0
91,ALESSANDRO DE MARCHI,91,112,CCC TEAM,04h 51' 24'',+ 00h 18' 50'',-,-,2020.0,107.0
92,DANIEL OSS,92,26,BORA - HANSGROHE,04h 54' 01'',+ 00h 21' 27'',-,-,2020.0,107.0
93,NANS PETERS,93,36,AG2R LA MONDIALE,04h 55' 32'',+ 00h 22' 58'',-,-,2020.0,107.0
94,CYRIL BARTHE,94,212,B&B HOTELS - VITAL CONCEPT P / B KTM,04h 55' 32'',+ 00h 22' 58'',-,-,2020.0,107.0
95,MICHAEL SCHÄR,95,116,CCC TEAM,04h 55' 32'',+ 00h 22' 58'',-,-,2020.0,107.0
96,TEJAY VAN GARDEREN,96,78,EF PRO CYCLING,04h 55' 32'',+ 00h 22' 58'',-,-,2020.0,107.0
97,TIM DECLERCQ,97,45,DECEUNINCK - QUICK - STEP,04h 57' 35'',+ 00h 25' 01'',-,-,2020.0,107.0
98,OLIVER NAESEN,98,35,AG2R LA MONDIALE,04h 57' 35'',+ 00h 25' 01'',-,-,2020.0,107.0
99,JASPER STUYVEN,99,107,TREK - SEGAFREDO,04h 57' 35'',+ 00h 25' 01'',-,-,2020.0,107.0
100,FABIEN GRELLIER,100,185,TOTAL DIRECT ENERGIE,04h 57' 35'',+ 00h 25' 01'',-,-,2020.0,107.0
101,KÉVIN LEDANOIS,101,84,TEAM ARKEA - SAMSIC,04h 57' 35'',+ 00h 25' 01'',-,-,2020.0,107.0
102,MATEJ MOHORIC,102,66,BAHRAIN - MCLAREN,04h 57' 35'',+ 00h 25' 01'',-,-,2020.0,107.0
103,MATTHIEU LADAGNOUS,103,55,GROUPAMA - FDJ,04h 57' 35'',+ 00h 25' 01'',-,-,2020.0,107.0
104,IMANOL ERVITI,104,93,MOVISTAR TEAM,04h 57' 35'',+ 00h 25' 01'',-,-,2020.0,107.0
105,VEGARD STAKE LAENGEN,105,136,UAE TEAM EMIRATES,04h 57' 35'',+ 00h 25' 01'',-,-,2020.0,107.0
106,ANDREY AMADOR,106,2,INEOS GRENADIERS,04h 57' 35'',+ 00h 25' 01'',-,-,2020.0,107.0
